user_id,product_id,purchase_date,quantity,price_paid_per_unit,total_price_paid,discount_percent,product_diet_type,user_diet_type
U0196,P0070,2025-05-16,1,84.41,84.41,10,red,red
U0267,P0090,2025-06-19,3,391.38,1174.14,0,red,red
U0163,P0250,2025-05-06,1,264.71,264.71,40,yellow,yellow
U0109,P0355,2025-06-03,3,165.14,495.42,40,green,green
U0249,P0064,2025-06-18,2,357.34,714.68,20,yellow,yellow
U0220,P0041,2025-06-13,1,117.38,117.38,30,green,yellow
U0223,P0269,2025-06-21,2,348.58,697.16,20,green,yellow
U0181,P0268,2025-06-12,2,489.46,978.92,0,green,red
U0153,P0114,2025-05-10,2,278.68,557.36,20,green,green
U0236,P0137,2025-06-24,2,168.92,337.84,30,green,green
U0035,P0347,2025-06-04,1,122.25,122.25,40,yellow,yellow
U0173,P0438,2025-05-28,3,257.54,772.62,10,green,green
U0005,P0258,2025-05-27,1,75.98,75.98,20,green,red
U0050,P0341,2025-06-21,3,228.42,685.26,20,yellow,yellow
U0134,P0044,2025-05-31,2,96.24,192.48,20,green,green
U0173,P0389,2025-06-09,3,201.22,603.66,10,green,green
U0238,P0166,2025-05-21,2,242.07,484.14,50,green,green
U0151,P0239,2025-05-11,1,39.08,39.08,50,red,red
U0264,P0292,2025-06-17,1,118.22,118.22,40,red,red
U0189,P0231,2025-06-01,1,294.79,294.79,40,green,green
U0213,P0094,2025-06-20,3,43.87,131.61,30,green,green
U0133,P0293,2025-06-06,3,63.64,190.92,0,green,yellow
U0095,P0110,2025-06-25,3,260.15,780.45,30,green,red
U0135,P0200,2025-06-15,1,278.64,278.64,30,red,red
U0258,P0479,2025-06-26,1,149.62,149.62,20,green,green
U0097,P0168,2025-06-23,3,92.96,278.88,50,green,green
U0261,P0264,2025-06-26,1,307.1,307.1,10,green,green
U0162,P0113,2025-06-16,2,198.35,396.7,30,red,red
U0154,P0323,2025-06-21,1,259.83,259.83,20,green,yellow
U0246,P0355,2025-06-20,3,165.14,495.42,40,green,green
U0002,P0464,2025-06-13,1,186.95,186.95,50,green,green
U0277,P0101,2025-06-07,2,213.65,427.3,30,red,red
U0010,P0385,2025-06-09,2,70.03,140.06,20,green,green
U0127,P0211,2025-05-10,3,211.57,634.71,40,green,green
U0042,P0343,2025-05-27,2,395.47,790.94,20,red,red
U0000,P0273,2025-06-23,2,241.87,483.74,40,green,green
U0099,P0403,2025-06-21,3,133.97,401.91,30,green,green
U0086,P0082,2025-06-17,2,30.85,61.7,40,green,green
U0172,P0081,2025-06-26,3,277.13,831.39,10,green,green
U0155,P0406,2025-06-10,2,239.0,478.0,0,green,green
U0146,P0247,2025-06-17,2,162.83,325.66,40,green,red
U0036,P0319,2025-06-18,2,135.45,270.9,0,green,green
U0175,P0330,2025-06-17,3,153.42,460.26,50,yellow,red
U0081,P0382,2025-05-21,2,61.49,122.98,0,green,yellow
U0077,P0476,2025-05-15,1,309.38,309.38,0,green,green
U0153,P0444,2025-06-25,1,443.4,443.4,0,green,green
U0198,P0221,2025-06-27,3,422.27,1266.81,0,green,green
U0233,P0112,2025-06-16,3,131.79,395.37,20,red,red
U0180,P0055,2025-06-08,3,441.4,1324.2,0,green,green
U0028,P0419,2025-06-24,2,326.96,653.92,10,green,red
U0228,P0219,2025-06-28,2,243.75,487.5,50,green,green
U0137,P0430,2025-06-26,2,325.74,651.48,20,green,yellow
U0040,P0432,2025-06-16,3,214.35,643.05,50,yellow,red
U0167,P0427,2025-06-16,3,129.48,388.44,50,green,green
U0112,P0256,2025-06-19,3,241.01,723.03,20,green,yellow
U0122,P0041,2025-05-11,3,117.38,352.14,30,green,red
U0052,P0411,2025-06-27,3,74.12,222.36,30,green,yellow
U0220,P0360,2025-06-13,2,397.67,795.34,10,yellow,yellow
U0134,P0094,2025-06-24,1,43.87,43.87,30,green,green
U0275,P0099,2025-06-11,1,277.94,277.94,10,green,green
U0064,P0477,2025-05-31,1,183.94,183.94,40,green,green
U0224,P0036,2025-06-01,1,86.94,86.94,10,green,red
U0173,P0219,2025-06-05,3,243.75,731.25,50,green,green
U0039,P0387,2025-06-13,2,130.88,261.76,0,green,green
U0042,P0291,2025-05-26,2,106.39,212.78,10,red,red
U0134,P0323,2025-06-22,1,259.83,259.83,20,green,green
U0045,P0377,2025-05-30,3,45.7,137.1,20,green,green
U0268,P0370,2025-06-19,2,316.63,633.26,20,red,red
U0007,P0202,2025-06-27,3,157.68,473.04,50,green,yellow
U0112,P0029,2025-05-12,1,421.73,421.73,0,green,yellow
U0108,P0426,2025-06-02,2,272.26,544.52,40,green,green
U0194,P0078,2025-06-20,2,35.42,70.84,40,green,green
U0072,P0417,2025-06-19,2,161.46,322.92,50,green,yellow
U0271,P0048,2025-05-31,1,246.05,246.05,20,green,red
U0017,P0067,2025-05-15,1,235.89,235.89,10,green,green
U0289,P0395,2025-06-13,1,270.01,270.01,40,red,red
U0113,P0410,2025-06-06,2,139.93,279.86,50,green,red
U0148,P0223,2025-05-31,2,288.82,577.64,20,green,yellow
U0018,P0110,2025-06-21,2,260.15,520.3,30,green,green
U0067,P0424,2025-06-28,2,158.22,316.44,20,green,red
U0032,P0464,2025-06-18,2,186.95,373.9,50,green,green
U0111,P0479,2025-06-28,1,149.62,149.62,20,green,green
U0273,P0030,2025-05-24,1,182.31,182.31,30,green,green
U0086,P0264,2025-06-23,3,307.1,921.3,10,green,green
U0132,P0355,2025-06-01,3,165.14,495.42,40,green,yellow
U0031,P0440,2025-05-29,2,71.35,142.7,0,red,red
U0124,P0131,2025-06-06,1,333.82,333.82,20,green,green
U0280,P0493,2025-06-24,1,394.25,394.25,0,green,green
U0056,P0428,2025-06-13,1,490.45,490.45,0,green,green
U0279,P0055,2025-06-05,3,441.4,1324.2,0,green,green
U0091,P0112,2025-06-08,1,131.79,131.79,20,red,red
U0176,P0300,2025-06-17,1,154.57,154.57,0,green,green
U0090,P0005,2025-06-23,2,491.5,983.0,0,red,red
U0229,P0124,2025-06-06,3,66.25,198.75,0,green,red
U0092,P0435,2025-06-28,1,148.05,148.05,20,red,red
U0192,P0162,2025-06-08,3,202.16,606.48,50,green,red
U0093,P0214,2025-05-18,1,327.11,327.11,30,green,green
U0127,P0078,2025-05-30,3,35.42,106.26,40,green,green
U0292,P0179,2025-06-26,2,225.43,450.86,50,green,yellow
U0138,P0026,2025-06-09,2,91.68,183.36,40,yellow,yellow
U0290,P0484,2025-06-27,3,111.77,335.31,0,green,green
U0271,P0167,2025-06-12,3,158.52,475.56,40,green,red
U0017,P0303,2025-06-15,2,269.46,538.92,30,green,green
U0043,P0161,2025-06-15,1,81.39,81.39,50,green,green
U0027,P0119,2025-06-16,2,117.1,234.2,30,green,green
U0262,P0095,2025-06-22,3,123.72,371.16,30,green,yellow
U0270,P0125,2025-06-15,1,93.18,93.18,30,green,green
U0285,P0104,2025-05-18,1,75.46,75.46,50,green,red
U0003,P0028,2025-06-14,2,199.34,398.68,0,yellow,yellow
U0101,P0426,2025-06-23,1,272.26,272.26,40,green,red
U0021,P0050,2025-06-07,3,186.58,559.74,50,green,red
U0175,P0495,2025-06-27,2,228.12,456.24,30,red,red
U0037,P0099,2025-06-21,1,277.94,277.94,10,green,yellow
U0064,P0096,2025-05-09,1,114.56,114.56,20,green,green
U0199,P0196,2025-05-20,3,151.43,454.29,40,green,red
U0074,P0310,2025-06-17,3,246.54,739.62,20,yellow,red
U0193,P0332,2025-06-04,3,97.32,291.96,0,red,red
U0251,P0246,2025-06-19,3,319.75,959.25,20,red,red
U0180,P0202,2025-06-23,1,157.68,157.68,50,green,green
U0058,P0169,2025-05-22,3,310.06,930.18,20,green,yellow
U0280,P0403,2025-05-16,1,133.97,133.97,30,green,green
U0010,P0128,2025-06-13,3,167.44,502.32,50,green,green
U0108,P0147,2025-06-25,2,494.29,988.58,0,green,green
U0230,P0044,2025-06-12,2,96.24,192.48,20,green,yellow
U0010,P0120,2025-06-26,2,349.8,699.6,30,green,green
U0276,P0464,2025-06-17,3,186.95,560.85,50,green,green
U0086,P0124,2025-06-21,2,66.25,132.5,0,green,green
U0030,P0411,2025-06-28,1,74.12,74.12,30,green,green
U0086,P0105,2025-06-14,3,195.46,586.38,50,green,green
U0269,P0158,2025-05-12,1,220.54,220.54,40,green,yellow
U0206,P0479,2025-06-26,3,149.62,448.86,20,green,red
U0128,P0179,2025-06-27,3,225.43,676.29,50,green,green
U0027,P0403,2025-05-19,2,133.97,267.94,30,green,green
U0289,P0469,2025-06-12,3,332.57,997.71,30,green,red
U0254,P0094,2025-06-28,3,43.87,131.61,30,green,green
U0066,P0029,2025-06-11,3,421.73,1265.19,0,green,green
U0207,P0086,2025-05-19,1,268.34,268.34,20,yellow,red
U0003,P0493,2025-06-08,2,394.25,788.5,0,green,yellow
U0165,P0400,2025-06-25,3,38.96,116.88,30,green,green
U0258,P0306,2025-06-13,1,163.15,163.15,40,green,green
U0157,P0081,2025-06-20,2,277.13,554.26,10,green,red
U0134,P0319,2025-06-18,3,135.45,406.35,0,green,green
U0023,P0108,2025-06-24,1,235.74,235.74,0,green,yellow
U0037,P0376,2025-06-23,3,479.94,1439.82,0,green,yellow
U0055,P0315,2025-06-18,3,340.4,1021.2,30,green,green
U0021,P0265,2025-06-26,1,58.11,58.11,30,green,red
U0296,P0304,2025-06-10,1,112.29,112.29,30,red,red
U0214,P0242,2025-05-05,2,244.59,489.18,0,green,yellow
U0227,P0394,2025-05-19,3,26.84,80.52,50,green,red
U0144,P0148,2025-05-30,3,199.54,598.62,50,red,red
U0066,P0313,2025-06-05,2,174.27,348.54,20,green,green
U0017,P0119,2025-05-13,1,117.1,117.1,30,green,green
U0180,P0374,2025-05-25,1,151.37,151.37,50,green,green
U0011,P0047,2025-06-28,3,120.16,360.48,30,red,red
U0101,P0005,2025-06-27,3,491.5,1474.5,0,red,red
U0255,P0475,2025-06-28,1,233.67,233.67,30,green,yellow
U0061,P0287,2025-06-15,1,206.57,206.57,30,green,yellow
U0047,P0465,2025-05-14,1,31.28,31.28,50,green,red
U0188,P0275,2025-05-14,3,265.49,796.47,0,yellow,red
U0074,P0132,2025-06-01,3,287.97,863.91,20,yellow,red
U0005,P0080,2025-05-07,1,316.96,316.96,30,green,red
U0044,P0436,2025-05-27,2,182.83,365.66,50,green,red
U0109,P0273,2025-06-28,2,241.87,483.74,40,green,green
U0036,P0147,2025-06-28,3,494.29,1482.87,0,green,green
U0040,P0242,2025-05-03,2,244.59,489.18,0,green,red
U0103,P0340,2025-06-04,2,170.13,340.26,50,red,red
U0028,P0182,2025-06-27,2,66.3,132.6,30,red,red
U0076,P0300,2025-06-28,3,154.57,463.71,0,green,green
U0011,P0167,2025-06-09,1,158.52,158.52,40,green,red
U0288,P0277,2025-06-28,1,257.09,257.09,40,green,green
U0110,P0346,2025-06-27,2,126.83,253.66,0,green,red
U0045,P0498,2025-06-09,1,364.3,364.3,0,green,green
U0276,P0135,2025-05-19,2,49.56,99.12,50,green,green
U0192,P0286,2025-06-06,3,109.66,328.98,40,red,red
U0290,P0073,2025-05-27,2,236.53,473.06,40,green,green
U0189,P0313,2025-05-25,2,174.27,348.54,20,green,green
U0130,P0078,2025-05-23,3,35.42,106.26,40,green,red
U0188,P0394,2025-05-14,3,26.84,80.52,50,green,red
U0179,P0351,2025-06-23,1,81.91,81.91,40,red,red
U0224,P0308,2025-06-18,1,227.29,227.29,20,yellow,red
U0005,P0308,2025-06-25,2,227.29,454.58,20,yellow,red
U0293,P0357,2025-05-29,3,75.67,227.01,50,green,red
U0128,P0377,2025-06-18,2,45.7,91.4,20,green,green
U0106,P0062,2025-06-03,1,277.32,277.32,10,yellow,red
U0105,P0031,2025-05-26,1,327.73,327.73,0,green,green
U0206,P0136,2025-06-19,3,143.28,429.84,40,green,red
U0052,P0142,2025-06-06,1,79.44,79.44,10,green,yellow
U0162,P0087,2025-05-12,3,164.7,494.1,20,green,red
U0233,P0038,2025-06-13,2,143.84,287.68,30,yellow,red
U0062,P0137,2025-06-11,3,168.92,506.76,30,green,red
U0020,P0341,2025-06-24,1,228.42,228.42,20,yellow,red
U0268,P0446,2025-06-08,1,230.0,230.0,10,green,red
U0233,P0284,2025-06-20,3,35.65,106.95,50,yellow,red
U0200,P0452,2025-06-11,1,292.08,292.08,20,green,red
U0079,P0398,2025-06-09,1,132.73,132.73,40,yellow,yellow
U0231,P0287,2025-06-16,1,206.57,206.57,30,green,green
U0155,P0255,2025-05-15,2,148.24,296.48,10,green,green
U0209,P0298,2025-05-21,1,361.91,361.91,10,green,green
U0069,P0195,2025-06-27,2,106.57,213.14,40,green,red
U0256,P0427,2025-06-09,2,129.48,258.96,50,green,green
U0035,P0110,2025-06-24,1,260.15,260.15,30,green,yellow
U0233,P0026,2025-06-25,1,91.68,91.68,40,yellow,red
U0124,P0475,2025-06-26,1,233.67,233.67,30,green,green
U0121,P0139,2025-05-21,1,319.5,319.5,30,green,green
U0223,P0035,2025-06-13,1,204.29,204.29,30,green,yellow
U0272,P0499,2025-06-14,1,354.69,354.69,0,green,yellow
U0296,P0416,2025-06-27,2,60.89,121.78,0,yellow,red
U0232,P0313,2025-05-23,2,174.27,348.54,20,green,red
U0005,P0471,2025-06-17,1,292.35,292.35,0,green,red
U0231,P0269,2025-06-12,3,348.58,1045.74,20,green,green
U0130,P0361,2025-06-27,2,258.48,516.96,30,yellow,red
U0219,P0078,2025-05-30,3,35.42,106.26,40,green,yellow
U0129,P0060,2025-06-12,2,361.59,723.18,10,green,red
U0156,P0023,2025-06-21,3,324.03,972.09,20,yellow,red
U0250,P0278,2025-06-27,1,147.06,147.06,50,red,red
U0055,P0016,2025-06-18,2,312.57,625.14,20,green,green
U0015,P0169,2025-05-18,3,310.06,930.18,20,green,yellow
U0123,P0489,2025-06-25,3,159.82,479.46,30,green,yellow
U0252,P0250,2025-05-04,3,264.71,794.13,40,yellow,red
U0027,P0030,2025-06-14,2,182.31,364.62,30,green,green
U0160,P0319,2025-06-25,2,135.45,270.9,0,green,red
U0156,P0036,2025-06-21,3,86.94,260.82,10,green,red
U0253,P0300,2025-06-20,1,154.57,154.57,0,green,green
U0259,P0460,2025-06-07,1,188.45,188.45,40,green,red
U0262,P0298,2025-06-07,1,361.91,361.91,10,green,yellow
U0079,P0119,2025-05-16,2,117.1,234.2,30,green,yellow
U0225,P0158,2025-06-23,2,220.54,441.08,40,green,green
U0274,P0231,2025-06-06,2,294.79,589.58,40,green,green
U0195,P0242,2025-06-09,2,244.59,489.18,0,green,yellow
U0236,P0251,2025-06-15,1,374.87,374.87,20,green,green
U0254,P0382,2025-06-06,2,61.49,122.98,0,green,green
U0144,P0490,2025-06-25,3,339.64,1018.92,0,green,red
U0272,P0300,2025-06-24,1,154.57,154.57,0,green,yellow
U0224,P0022,2025-06-17,2,303.04,606.08,10,red,red
U0148,P0188,2025-06-23,1,345.77,345.77,30,green,yellow
U0190,P0267,2025-06-21,2,35.89,71.78,40,yellow,yellow
U0159,P0250,2025-05-05,2,264.71,529.42,40,yellow,red
U0124,P0479,2025-06-26,3,149.62,448.86,20,green,green
U0103,P0209,2025-06-21,1,115.46,115.46,0,red,red
U0174,P0303,2025-06-18,3,269.46,808.38,30,green,green
U0046,P0428,2025-06-09,1,490.45,490.45,0,green,green
U0015,P0099,2025-05-28,1,277.94,277.94,10,green,yellow
U0178,P0007,2025-06-28,1,102.82,102.82,30,red,red
U0236,P0172,2025-06-24,2,179.4,358.8,0,green,green
U0125,P0069,2025-06-25,2,247.97,495.94,40,green,green
U0026,P0053,2025-06-28,2,144.01,288.02,50,green,green
U0068,P0300,2025-06-27,2,154.57,309.14,0,green,green
U0025,P0043,2025-05-20,3,133.13,399.39,20,green,green
U0030,P0135,2025-05-21,2,49.56,99.12,50,green,green
U0185,P0434,2025-06-25,1,425.02,425.02,10,yellow,yellow
U0030,P0464,2025-06-13,1,186.95,186.95,50,green,green
U0036,P0273,2025-06-24,1,241.87,241.87,40,green,green
U0127,P0166,2025-06-02,3,242.07,726.21,50,green,green
U0158,P0164,2025-06-19,2,233.98,467.96,40,green,red
U0068,P0223,2025-06-17,3,288.82,866.46,20,green,green
U0276,P0142,2025-06-10,1,79.44,79.44,10,green,green
U0247,P0065,2025-06-21,2,241.34,482.68,30,yellow,red
U0254,P0448,2025-06-28,2,222.35,444.7,50,green,green
U0200,P0278,2025-06-25,3,147.06,441.18,50,red,red
U0136,P0470,2025-06-19,2,315.28,630.56,20,green,green
U0106,P0217,2025-06-22,2,58.48,116.96,40,green,red
U0146,P0011,2025-06-17,1,393.32,393.32,0,green,red
U0160,P0458,2025-06-07,3,205.1,615.3,40,green,red
U0158,P0046,2025-06-21,2,78.66,157.32,50,red,red
U0143,P0322,2025-06-11,2,406.68,813.36,10,green,green
U0228,P0293,2025-05-17,2,63.64,127.28,0,green,green
U0187,P0206,2025-06-22,1,178.51,178.51,0,yellow,yellow
U0194,P0120,2025-06-20,2,349.8,699.6,30,green,green
U0035,P0468,2025-06-28,1,175.98,175.98,20,green,yellow
U0000,P0105,2025-06-22,2,195.46,390.92,50,green,green
U0169,P0417,2025-06-20,2,161.46,322.92,50,green,red
U0179,P0309,2025-05-21,3,171.38,514.14,0,red,red
U0007,P0322,2025-06-21,3,406.68,1220.04,10,green,yellow
U0199,P0009,2025-06-27,2,47.0,94.0,40,red,red
U0096,P0359,2025-05-24,3,329.73,989.19,10,red,red
U0067,P0239,2025-05-26,3,39.08,117.24,50,red,red
U0025,P0135,2025-05-23,1,49.56,49.56,50,green,green
U0155,P0403,2025-06-06,1,133.97,133.97,30,green,green
U0015,P0384,2025-05-21,3,179.55,538.65,20,yellow,yellow
U0211,P0394,2025-05-30,1,26.84,26.84,50,green,green
U0035,P0277,2025-06-28,3,257.09,771.27,40,green,yellow
U0281,P0149,2025-05-20,2,238.78,477.56,30,green,green
U0124,P0172,2025-06-25,3,179.4,538.2,0,green,green
U0222,P0039,2025-06-11,1,139.15,139.15,20,green,green
U0167,P0301,2025-06-16,1,74.94,74.94,40,green,green
U0091,P0307,2025-06-05,2,34.02,68.04,50,red,red
U0059,P0241,2025-06-28,1,146.06,146.06,50,yellow,yellow
U0196,P0063,2025-05-25,3,230.9,692.7,50,red,red
U0113,P0386,2025-06-01,1,193.72,193.72,20,yellow,red
U0069,P0410,2025-06-18,3,139.93,419.79,50,green,red
U0149,P0156,2025-06-03,2,157.26,314.52,10,yellow,yellow
U0217,P0023,2025-06-25,3,324.03,972.09,20,yellow,red
U0146,P0005,2025-06-22,3,491.5,1474.5,0,red,red
U0085,P0410,2025-05-23,2,139.93,279.86,50,green,green
U0136,P0149,2025-05-11,1,238.78,238.78,30,green,green
U0020,P0188,2025-05-07,3,345.77,1037.31,30,green,red
U0214,P0460,2025-06-28,1,188.45,188.45,40,green,yellow
U0019,P0448,2025-06-28,3,222.35,667.05,50,green,red
U0097,P0165,2025-06-02,3,341.35,1024.05,0,green,green
U0113,P0209,2025-06-24,2,115.46,230.92,0,red,red
U0239,P0030,2025-05-29,1,182.31,182.31,30,green,red
U0230,P0425,2025-06-11,1,135.44,135.44,30,yellow,yellow
U0015,P0223,2025-06-07,1,288.82,288.82,20,green,yellow
U0193,P0383,2025-06-26,2,334.31,668.62,20,green,red
U0142,P0483,2025-06-22,3,57.33,171.99,0,red,red
U0182,P0105,2025-06-28,2,195.46,390.92,50,green,green
U0008,P0109,2025-06-18,3,239.14,717.42,30,red,red
U0102,P0454,2025-05-12,2,211.93,423.86,50,red,red
U0011,P0040,2025-05-19,3,431.55,1294.65,0,red,red
U0138,P0449,2025-06-20,2,260.7,521.4,10,green,yellow
U0210,P0069,2025-06-20,1,247.97,247.97,40,green,red
U0231,P0140,2025-06-18,2,406.15,812.3,0,green,green
U0027,P0039,2025-06-18,2,139.15,278.3,20,green,green
U0024,P0477,2025-05-30,3,183.94,551.82,40,green,yellow
U0298,P0418,2025-06-28,2,243.4,486.8,50,yellow,red
U0099,P0162,2025-06-14,1,202.16,202.16,50,green,green
U0244,P0255,2025-06-11,1,148.24,148.24,10,green,green
U0209,P0031,2025-05-28,3,327.73,983.19,0,green,green
U0074,P0256,2025-06-26,3,241.01,723.03,20,green,red
U0050,P0114,2025-05-20,2,278.68,557.36,20,green,yellow
U0211,P0362,2025-06-20,1,380.71,380.71,20,green,green
U0069,P0006,2025-06-03,3,184.06,552.18,0,green,red
U0299,P0138,2025-05-17,1,212.0,212.0,10,green,yellow
U0275,P0165,2025-06-14,2,341.35,682.7,0,green,green
U0297,P0497,2025-05-17,1,162.82,162.82,0,yellow,yellow
U0233,P0400,2025-06-16,2,38.96,77.92,30,green,red
U0041,P0225,2025-06-19,3,274.64,823.92,10,red,red
U0088,P0280,2025-06-12,1,307.25,307.25,0,green,red
U0172,P0168,2025-06-25,2,92.96,185.92,50,green,green
U0228,P0095,2025-06-25,1,123.72,123.72,30,green,green
U0278,P0221,2025-06-26,3,422.27,1266.81,0,green,yellow
U0250,P0318,2025-06-27,3,104.37,313.11,50,red,red
U0293,P0045,2025-06-14,1,159.88,159.88,50,red,red
U0190,P0357,2025-06-15,3,75.67,227.01,50,green,yellow
U0231,P0078,2025-06-25,3,35.42,106.26,40,green,green
U0087,P0085,2025-06-20,3,112.24,336.72,20,yellow,red
U0102,P0484,2025-06-27,3,111.77,335.31,0,green,red
U0073,P0028,2025-06-20,3,199.34,598.02,0,yellow,yellow
U0021,P0292,2025-05-12,2,118.22,236.44,40,red,red
U0000,P0489,2025-06-28,1,159.82,159.82,30,green,green
U0034,P0265,2025-06-07,2,58.11,116.22,30,green,green
U0286,P0247,2025-06-19,1,162.83,162.83,40,green,yellow
U0149,P0243,2025-05-05,3,426.56,1279.68,10,yellow,yellow
U0177,P0312,2025-06-27,2,289.9,579.8,30,red,red
U0213,P0108,2025-06-24,1,235.74,235.74,0,green,green
U0104,P0430,2025-06-24,1,325.74,325.74,20,green,red
U0213,P0377,2025-06-27,1,45.7,45.7,20,green,green
U0248,P0078,2025-06-03,3,35.42,106.26,40,green,yellow
U0037,P0328,2025-06-11,3,39.35,118.05,40,green,yellow
U0281,P0041,2025-05-11,3,117.38,352.14,30,green,green
U0236,P0116,2025-05-10,1,63.31,63.31,10,green,green
U0009,P0327,2025-06-26,2,279.82,559.64,30,red,red
U0250,P0075,2025-06-26,2,212.94,425.88,50,green,red
U0043,P0427,2025-05-22,3,129.48,388.44,50,green,green
U0250,P0205,2025-05-17,1,221.2,221.2,10,yellow,red
U0190,P0453,2025-06-13,2,93.37,186.74,30,yellow,yellow
U0206,P0434,2025-06-26,1,425.02,425.02,10,yellow,red
U0165,P0314,2025-06-03,3,78.34,235.02,50,green,green
U0207,P0073,2025-05-17,1,236.53,236.53,40,green,red
U0027,P0490,2025-06-24,2,339.64,679.28,0,green,green
U0036,P0299,2025-06-09,1,83.94,83.94,40,green,green
U0089,P0465,2025-06-03,3,31.28,93.84,50,green,green
U0030,P0119,2025-06-11,3,117.1,351.3,30,green,green
U0237,P0264,2025-06-28,1,307.1,307.1,10,green,red
U0277,P0364,2025-06-20,1,302.31,302.31,0,yellow,red
U0225,P0137,2025-06-12,3,168.92,506.76,30,green,green
U0093,P0411,2025-06-23,1,74.12,74.12,30,green,green
U0210,P0121,2025-06-06,2,176.89,353.78,40,red,red
U0152,P0374,2025-06-17,1,151.37,151.37,50,green,red
U0172,P0479,2025-06-27,3,149.62,448.86,20,green,green
U0098,P0116,2025-05-10,2,63.31,126.62,10,green,yellow
U0030,P0430,2025-06-24,1,325.74,325.74,20,green,green
U0105,P0269,2025-06-12,2,348.58,697.16,20,green,green
U0285,P0030,2025-06-10,2,182.31,364.62,30,green,red
U0258,P0328,2025-06-18,3,39.35,118.05,40,green,green
U0005,P0299,2025-05-31,3,83.94,251.82,40,green,red
U0209,P0055,2025-05-30,2,441.4,882.8,0,green,green
U0073,P0224,2025-06-01,2,285.32,570.64,40,yellow,yellow
U0148,P0384,2025-06-12,1,179.55,179.55,20,yellow,yellow
U0018,P0460,2025-06-21,2,188.45,376.9,40,green,green
U0121,P0030,2025-06-13,1,182.31,182.31,30,green,green
U0273,P0269,2025-05-30,3,348.58,1045.74,20,green,green
U0132,P0427,2025-05-15,1,129.48,129.48,50,green,yellow
U0245,P0297,2025-06-08,1,140.38,140.38,0,red,red
U0121,P0325,2025-06-14,1,203.38,203.38,50,green,green
U0197,P0319,2025-06-25,3,135.45,406.35,0,green,green
U0146,P0389,2025-06-01,2,201.22,402.44,10,green,red
U0192,P0047,2025-06-25,2,120.16,240.32,30,red,red
U0054,P0030,2025-06-14,1,182.31,182.31,30,green,green
U0039,P0303,2025-06-10,2,269.46,538.92,30,green,green
U0269,P0418,2025-06-28,1,243.4,243.4,50,yellow,yellow
U0266,P0303,2025-06-18,3,269.46,808.38,30,green,yellow
U0171,P0464,2025-06-26,3,186.95,560.85,50,green,red
U0023,P0196,2025-05-25,3,151.43,454.29,40,green,yellow
U0026,P0202,2025-06-28,1,157.68,157.68,50,green,green
U0037,P0250,2025-05-02,2,264.71,529.42,40,yellow,yellow
U0104,P0218,2025-06-19,1,268.11,268.11,0,red,red
U0025,P0255,2025-06-10,1,148.24,148.24,10,green,green
U0207,P0345,2025-05-04,3,171.22,513.66,20,yellow,red
U0155,P0313,2025-05-28,2,174.27,348.54,20,green,green
U0007,P0357,2025-05-15,1,75.67,75.67,50,green,yellow
U0048,P0183,2025-06-13,3,240.11,720.33,50,yellow,yellow
U0052,P0411,2025-06-27,1,74.12,74.12,30,green,yellow
U0061,P0258,2025-05-23,1,75.98,75.98,20,green,yellow
U0225,P0452,2025-05-20,2,292.08,584.16,20,green,green
U0038,P0404,2025-06-02,3,310.93,932.79,30,green,green
U0102,P0181,2025-06-20,2,115.28,230.56,50,yellow,red
U0249,P0217,2025-05-26,1,58.48,58.48,40,green,yellow
U0287,P0165,2025-06-18,3,341.35,1024.05,0,green,yellow
U0162,P0301,2025-06-18,1,74.94,74.94,40,green,red
U0059,P0400,2025-06-24,1,38.96,38.96,30,green,yellow
U0243,P0426,2025-06-14,1,272.26,272.26,40,green,green
U0094,P0471,2025-06-20,1,292.35,292.35,0,green,red
U0030,P0376,2025-06-23,1,479.94,479.94,0,green,green
U0067,P0498,2025-06-18,2,364.3,728.6,0,green,red
U0209,P0490,2025-06-27,2,339.64,679.28,0,green,green
U0112,P0020,2025-06-08,1,90.6,90.6,20,yellow,yellow
U0165,P0125,2025-06-25,1,93.18,93.18,30,green,green
U0236,P0357,2025-06-18,1,75.67,75.67,50,green,green
U0077,P0031,2025-05-22,2,327.73,655.46,0,green,green
U0109,P0277,2025-06-27,2,257.09,514.18,40,green,green
U0018,P0464,2025-06-27,1,186.95,186.95,50,green,green
U0221,P0095,2025-06-21,1,123.72,123.72,30,green,green
U0242,P0375,2025-06-19,3,215.23,645.69,40,yellow,yellow
U0246,P0263,2025-05-24,2,168.95,337.9,50,green,green
U0007,P0068,2025-06-24,1,105.08,105.08,10,green,yellow
U0243,P0120,2025-06-18,1,349.8,349.8,30,green,green
U0017,P0128,2025-06-27,2,167.44,334.88,50,green,green
U0200,P0332,2025-06-21,3,97.32,291.96,0,red,red
U0162,P0299,2025-06-09,1,83.94,83.94,40,green,red
U0081,P0377,2025-05-12,2,45.7,91.4,20,green,yellow
U0010,P0422,2025-06-19,2,51.65,103.3,40,green,green
U0124,P0166,2025-06-15,3,242.07,726.21,50,green,green
U0259,P0215,2025-06-27,2,61.19,122.38,40,red,red
U0071,P0026,2025-06-14,2,91.68,183.36,40,yellow,red
U0166,P0188,2025-05-30,3,345.77,1037.31,30,green,yellow
U0045,P0136,2025-06-22,3,143.28,429.84,40,green,green
U0130,P0310,2025-05-27,3,246.54,739.62,20,yellow,red
U0283,P0254,2025-06-14,3,105.25,315.75,50,green,green
