user_id,product_id,purchase_date,quantity,price_paid_per_unit,total_price_paid,discount_percent,product_diet_type,user_diet_type,days_to_expiry_at_purchase,user_engaged_with_deal
U0084,P0178,2025-06-20,2,380.24,760.48,20,vegan,vegetarian,163,1
U0068,P0283,2025-06-30,2,225.81,451.62,30,eggs,eggs,63,1
U0144,P0188,2025-06-12,2,181.18,362.36,50,vegetarian,eggs,191,0
U0096,P0108,2025-06-11,1,170.42,170.42,20,vegan,eggs,136,1
U0030,P0252,2025-06-17,3,88.38,265.14,50,vegan,eggs,19,1
U0194,P0049,2025-06-21,1,305.27,305.27,20,vegetarian,vegetarian,105,0
U0127,P0020,2025-07-04,1,345.41,345.41,20,vegan,non-vegetarian,28,1
U0163,P0175,2025-07-06,2,194.43,388.86,50,vegetarian,non-vegetarian,0,1
U0015,P0224,2025-07-10,2,295.18,590.36,30,vegan,eggs,33,1
U0197,P0099,2025-06-18,2,134.83,269.66,40,non-vegetarian,non-vegetarian,145,1
U0127,P0115,2025-06-25,2,224.01,448.02,10,non-vegetarian,non-vegetarian,119,0
U0129,P0123,2025-07-07,3,153.99,461.97,40,eggs,eggs,51,0
U0028,P0153,2025-07-06,1,79.62,79.62,20,eggs,non-vegetarian,112,1
U0131,P0187,2025-06-25,2,249.33,498.66,30,vegan,non-vegetarian,122,0
U0051,P0018,2025-06-15,3,376.82,1130.46,0,vegetarian,eggs,130,1
U0070,P0170,2025-06-11,1,112.97,112.97,20,vegan,vegetarian,140,0
U0131,P0025,2025-06-18,2,131.87,263.74,0,eggs,non-vegetarian,46,0
U0110,P0106,2025-06-26,2,274.87,549.74,10,vegan,vegetarian,68,1
U0036,P0123,2025-06-22,3,153.99,461.97,40,eggs,eggs,66,0
U0173,P0113,2025-06-13,1,186.43,186.43,50,vegetarian,eggs,162,0
U0066,P0004,2025-06-24,2,37.5,75.0,40,vegetarian,eggs,45,1
U0199,P0237,2025-06-20,2,34.35,68.7,50,vegetarian,vegetarian,48,1
U0109,P0259,2025-06-21,3,432.23,1296.69,10,vegan,vegan,13,1
U0115,P0214,2025-07-08,3,68.68,206.04,0,vegan,eggs,67,1
U0015,P0135,2025-06-22,3,252.52,757.56,0,vegetarian,eggs,0,0
U0053,P0107,2025-06-13,1,311.49,311.49,30,vegetarian,eggs,68,1
U0180,P0187,2025-06-15,2,249.33,498.66,30,vegan,vegetarian,132,0
U0188,P0296,2025-06-28,3,195.12,585.36,30,vegetarian,non-vegetarian,136,0
U0020,P0186,2025-07-02,2,74.21,148.42,30,vegetarian,non-vegetarian,118,1
U0194,P0222,2025-07-03,2,54.05,108.1,50,vegan,vegetarian,86,0
U0045,P0140,2025-06-13,3,454.95,1364.85,0,vegetarian,eggs,152,1
U0013,P0254,2025-07-06,2,412.25,824.5,10,vegan,non-vegetarian,58,1
U0147,P0171,2025-07-05,1,322.55,322.55,10,eggs,eggs,64,1
U0179,P0047,2025-06-26,3,105.0,315.0,40,vegetarian,eggs,109,1
U0075,P0224,2025-07-10,3,295.18,885.54,30,vegan,eggs,33,1
U0054,P0233,2025-06-16,1,56.13,56.13,40,vegan,vegetarian,84,1
U0116,P0036,2025-06-26,2,154.71,309.42,10,vegetarian,non-vegetarian,92,0
U0045,P0218,2025-06-19,1,313.77,313.77,30,vegan,eggs,54,1
U0166,P0240,2025-06-12,3,52.41,157.23,40,vegan,eggs,75,1
U0019,P0179,2025-06-19,3,194.24,582.72,50,vegan,vegan,31,0
U0089,P0112,2025-06-13,2,118.62,237.24,10,vegan,vegetarian,118,1
U0110,P0110,2025-06-16,1,143.0,143.0,50,vegan,vegetarian,108,1
U0128,P0076,2025-06-14,1,348.74,348.74,0,vegetarian,eggs,138,1
U0177,P0174,2025-07-07,2,82.9,165.8,40,vegetarian,vegetarian,35,0
U0065,P0287,2025-07-01,1,313.26,313.26,10,vegan,vegan,97,0
U0185,P0019,2025-07-09,1,296.89,296.89,10,vegetarian,eggs,100,1
U0060,P0174,2025-06-27,1,82.9,82.9,40,vegetarian,eggs,45,1
U0108,P0009,2025-07-08,3,61.41,184.23,30,non-vegetarian,non-vegetarian,170,1
U0105,P0190,2025-06-26,2,92.17,184.34,50,vegetarian,non-vegetarian,35,0
U0066,P0291,2025-06-27,3,305.26,915.78,20,vegetarian,eggs,96,1
U0147,P0241,2025-06-26,2,360.88,721.76,10,eggs,eggs,30,1
U0023,P0287,2025-06-20,3,313.26,939.78,10,vegan,vegan,108,1
U0126,P0208,2025-06-26,3,316.12,948.36,0,vegan,vegetarian,128,1
U0193,P0235,2025-06-26,2,361.8,723.6,10,vegan,eggs,11,0
U0110,P0108,2025-07-08,1,170.42,170.42,20,vegan,vegetarian,109,1
U0007,P0271,2025-07-09,1,360.39,360.39,0,vegan,vegan,49,1
U0132,P0064,2025-06-13,2,232.7,465.4,40,eggs,non-vegetarian,70,0
U0096,P0255,2025-06-22,1,85.94,85.94,10,vegan,eggs,68,0
U0050,P0104,2025-06-18,2,390.8,781.6,20,eggs,eggs,128,1
U0075,P0191,2025-07-07,3,309.09,927.27,20,vegetarian,eggs,129,1
U0166,P0137,2025-07-08,3,245.59,736.77,40,eggs,eggs,150,0
U0160,P0083,2025-07-08,1,39.12,39.12,50,vegetarian,eggs,96,0
U0194,P0053,2025-06-26,1,265.64,265.64,30,vegetarian,vegetarian,135,1
U0105,P0122,2025-06-27,2,407.89,815.78,0,vegetarian,non-vegetarian,109,1
U0127,P0214,2025-07-08,1,68.68,68.68,0,vegan,non-vegetarian,67,1
U0197,P0071,2025-06-19,1,205.89,205.89,40,eggs,non-vegetarian,22,0
U0095,P0090,2025-06-19,2,108.59,217.18,50,vegan,vegetarian,140,1
U0089,P0088,2025-07-08,3,199.71,599.13,30,vegetarian,vegetarian,60,1
U0050,P0169,2025-06-16,2,226.77,453.54,50,eggs,eggs,13,1
U0126,P0079,2025-06-15,1,102.7,102.7,0,vegetarian,vegetarian,94,1
U0129,P0165,2025-06-27,2,175.54,351.08,30,vegetarian,eggs,107,1
U0049,P0203,2025-06-27,3,150.19,450.57,50,vegan,vegetarian,73,1
U0138,P0142,2025-06-17,3,295.62,886.86,30,vegan,vegan,163,1
U0105,P0252,2025-06-17,2,88.38,176.76,50,vegan,non-vegetarian,19,1
U0100,P0208,2025-06-14,1,316.12,316.12,0,vegan,eggs,140,0
U0120,P0042,2025-07-01,3,270.98,812.94,40,eggs,eggs,137,1
U0055,P0016,2025-07-06,3,254.33,762.99,40,eggs,eggs,37,0
U0057,P0117,2025-07-09,2,205.24,410.48,20,non-vegetarian,non-vegetarian,141,0
U0072,P0002,2025-07-05,2,77.53,155.06,20,non-vegetarian,non-vegetarian,66,1
U0054,P0203,2025-07-03,3,150.19,450.57,50,vegan,vegetarian,67,1
U0131,P0235,2025-07-07,1,361.8,361.8,10,vegan,non-vegetarian,0,1
U0122,P0016,2025-07-01,1,254.33,254.33,40,eggs,eggs,42,0
U0058,P0227,2025-06-16,1,90.64,90.64,50,vegan,vegan,132,0
U0112,P0020,2025-06-24,1,345.41,345.41,20,vegan,eggs,38,1
U0063,P0297,2025-06-20,3,255.03,765.09,0,vegan,vegan,55,1
U0088,P0108,2025-06-28,3,170.42,511.26,20,vegan,vegetarian,119,1
U0132,P0157,2025-06-27,1,78.65,78.65,20,non-vegetarian,non-vegetarian,161,1
U0065,P0194,2025-06-30,3,344.76,1034.28,20,vegan,vegan,0,1
U0129,P0251,2025-06-19,1,218.58,218.58,30,vegetarian,eggs,156,1
U0076,P0041,2025-06-16,1,54.24,54.24,30,non-vegetarian,non-vegetarian,28,1
U0055,P0149,2025-06-25,1,270.82,270.82,0,eggs,eggs,150,1
U0047,P0083,2025-06-26,3,39.12,117.36,50,vegetarian,vegetarian,108,1
U0029,P0147,2025-06-16,3,356.3,1068.9,20,vegetarian,non-vegetarian,72,1
U0194,P0043,2025-06-25,3,89.38,268.14,50,vegetarian,vegetarian,47,0
U0178,P0205,2025-06-23,2,304.32,608.64,30,vegan,non-vegetarian,156,1
U0115,P0074,2025-07-04,2,288.59,577.18,40,vegan,eggs,15,1
U0160,P0084,2025-07-07,1,337.3,337.3,20,vegetarian,eggs,84,1
U0147,P0007,2025-06-18,2,179.95,359.9,30,eggs,eggs,169,1
U0175,P0032,2025-07-06,1,110.28,110.28,10,eggs,non-vegetarian,119,1
U0188,P0145,2025-07-09,1,166.03,166.03,30,vegan,non-vegetarian,45,0
U0115,P0027,2025-07-09,3,88.85,266.55,30,eggs,eggs,120,0
U0046,P0141,2025-07-10,3,190.75,572.25,50,vegetarian,eggs,103,1
U0182,P0135,2025-07-08,1,252.52,252.52,0,vegetarian,vegetarian,0,0
U0072,P0180,2025-07-07,1,499.49,499.49,0,vegetarian,non-vegetarian,135,1
U0131,P0175,2025-06-19,1,194.43,194.43,50,vegetarian,non-vegetarian,16,1
U0144,P0218,2025-06-15,2,313.77,627.54,30,vegan,eggs,58,1
U0057,P0164,2025-06-24,1,159.68,159.68,20,non-vegetarian,non-vegetarian,145,1
U0192,P0266,2025-07-07,2,243.38,486.76,40,vegan,vegetarian,103,1
U0193,P0068,2025-07-05,2,245.29,490.58,30,vegetarian,eggs,79,0
U0150,P0011,2025-07-05,1,240.64,240.64,40,eggs,eggs,115,1
U0028,P0102,2025-06-27,2,193.46,386.92,40,non-vegetarian,non-vegetarian,144,0
U0013,P0223,2025-06-26,1,128.72,128.72,30,eggs,non-vegetarian,67,1
U0055,P0016,2025-06-22,2,254.33,508.66,40,eggs,eggs,51,1
U0174,P0154,2025-06-11,1,270.07,270.07,0,vegetarian,eggs,125,0
U0060,P0145,2025-07-09,1,166.03,166.03,30,vegan,eggs,45,0
U0086,P0169,2025-06-30,1,226.77,226.77,50,eggs,eggs,0,0
U0086,P0140,2025-06-16,1,454.95,454.95,0,vegetarian,eggs,149,0
U0070,P0047,2025-06-28,2,105.0,210.0,40,vegetarian,vegetarian,107,1
U0127,P0039,2025-07-09,2,206.96,413.92,20,vegetarian,non-vegetarian,45,0
U0134,P0269,2025-06-11,1,493.58,493.58,0,vegan,vegetarian,170,1
U0020,P0287,2025-06-27,1,313.26,313.26,10,vegan,non-vegetarian,101,1
U0103,P0145,2025-06-18,2,166.03,332.06,30,vegan,vegetarian,66,0
U0055,P0282,2025-06-15,1,141.47,141.47,30,eggs,eggs,84,1
U0110,P0013,2025-06-17,2,421.96,843.92,10,vegan,vegetarian,83,0
U0163,P0028,2025-06-12,1,396.61,396.61,20,vegan,non-vegetarian,126,1
U0105,P0221,2025-06-14,1,289.54,289.54,20,vegan,non-vegetarian,136,1
U0197,P0243,2025-06-27,3,366.62,1099.86,10,vegetarian,non-vegetarian,95,0
U0104,P0076,2025-07-05,3,348.74,1046.22,0,vegetarian,vegetarian,117,1
U0159,P0249,2025-06-14,2,258.33,516.66,30,vegan,eggs,112,1
U0167,P0298,2025-07-06,2,171.96,343.92,0,vegetarian,vegetarian,0,0
U0055,P0220,2025-06-26,1,222.5,222.5,50,eggs,eggs,101,1
U0057,P0214,2025-06-21,2,68.68,137.36,0,vegan,non-vegetarian,84,1
U0010,P0151,2025-07-07,1,256.8,256.8,10,vegan,vegetarian,71,1
U0064,P0202,2025-06-24,2,52.67,105.34,30,vegetarian,eggs,101,1
U0169,P0004,2025-06-14,3,37.5,112.5,40,vegetarian,vegetarian,55,1
U0031,P0060,2025-06-14,2,255.14,510.28,30,non-vegetarian,non-vegetarian,80,1
U0040,P0178,2025-06-12,1,380.24,380.24,20,vegan,vegetarian,171,0
U0131,P0009,2025-06-23,1,61.41,61.41,30,non-vegetarian,non-vegetarian,185,0
U0045,P0007,2025-07-09,2,179.95,359.9,30,eggs,eggs,148,1
U0066,P0234,2025-06-30,2,131.42,262.84,30,vegetarian,eggs,7,0
U0179,P0116,2025-06-23,1,180.91,180.91,0,vegetarian,eggs,71,1
U0144,P0011,2025-06-29,2,240.64,481.28,40,eggs,eggs,121,1
U0120,P0013,2025-07-02,2,421.96,843.92,10,vegan,eggs,68,0
U0197,P0293,2025-06-26,3,186.19,558.57,10,non-vegetarian,non-vegetarian,154,0
U0146,P0208,2025-07-07,2,316.12,632.24,0,vegan,vegan,117,1
U0021,P0109,2025-07-08,2,470.12,940.24,0,vegan,eggs,47,1
U0050,P0128,2025-07-01,2,221.32,442.64,20,vegetarian,eggs,0,1
U0020,P0097,2025-07-10,3,89.04,267.12,10,vegetarian,non-vegetarian,27,0
U0098,P0204,2025-06-12,1,225.72,225.72,50,vegetarian,vegetarian,74,1
U0166,P0122,2025-06-21,2,407.89,815.78,0,vegetarian,eggs,115,1
U0053,P0203,2025-06-25,2,150.19,300.38,50,vegan,eggs,75,1
U0132,P0072,2025-06-24,1,204.07,204.07,50,vegan,non-vegetarian,152,1
U0108,P0110,2025-06-26,1,143.0,143.0,50,vegan,non-vegetarian,98,1
U0066,P0028,2025-06-14,2,396.61,793.22,20,vegan,eggs,124,1
U0179,P0116,2025-07-05,1,180.91,180.91,0,vegetarian,eggs,59,1
U0009,P0271,2025-06-15,2,360.39,720.78,0,vegan,vegetarian,73,1
U0031,P0054,2025-06-30,3,155.13,465.39,10,eggs,non-vegetarian,0,0
U0115,P0059,2025-06-21,1,179.92,179.92,10,vegetarian,eggs,0,1
U0009,P0270,2025-06-24,3,371.05,1113.15,20,vegetarian,vegetarian,110,1
U0194,P0194,2025-07-07,1,344.76,344.76,20,vegan,vegetarian,0,1
U0045,P0235,2025-06-20,1,361.8,361.8,10,vegan,eggs,17,1
U0115,P0270,2025-06-13,2,371.05,742.1,20,vegetarian,eggs,121,1
U0129,P0029,2025-06-16,3,245.08,735.24,30,eggs,eggs,45,1
U0171,P0122,2025-07-03,2,407.89,815.78,0,vegetarian,vegetarian,103,1
U0161,P0214,2025-06-12,3,68.68,206.04,0,vegan,eggs,93,1
U0085,P0031,2025-06-29,2,322.9,645.8,0,non-vegetarian,non-vegetarian,137,1
U0192,P0124,2025-07-05,1,167.18,167.18,40,vegetarian,vegetarian,127,0
U0131,P0219,2025-06-14,1,257.14,257.14,0,eggs,non-vegetarian,51,1
U0128,P0064,2025-07-05,1,232.7,232.7,40,eggs,eggs,48,1
U0010,P0218,2025-06-26,2,313.77,627.54,30,vegan,vegetarian,47,1
U0093,P0241,2025-06-19,3,360.88,1082.64,10,eggs,eggs,37,1
U0028,P0209,2025-06-15,3,308.34,925.02,20,vegetarian,non-vegetarian,82,1
U0121,P0043,2025-07-02,2,89.38,178.76,50,vegetarian,non-vegetarian,40,1
U0120,P0015,2025-06-23,2,71.08,142.16,50,eggs,eggs,80,0
U0064,P0269,2025-06-16,2,493.58,987.16,0,vegan,eggs,165,1
U0048,P0224,2025-07-02,3,295.18,885.54,30,vegan,vegan,41,0
U0025,P0034,2025-06-13,1,225.91,225.91,10,vegan,vegetarian,66,0
U0034,P0271,2025-07-06,3,360.39,1081.17,0,vegan,non-vegetarian,52,0
U0154,P0021,2025-07-07,2,45.75,91.5,50,vegan,vegan,140,1
U0115,P0283,2025-06-11,3,225.81,677.43,30,eggs,eggs,82,1
U0093,P0197,2025-06-25,3,54.12,162.36,50,eggs,eggs,112,0
U0188,P0111,2025-06-18,2,405.82,811.64,10,eggs,non-vegetarian,145,0
U0147,P0220,2025-07-08,2,222.5,445.0,50,eggs,eggs,89,1
U0021,P0261,2025-07-04,1,102.64,102.64,0,eggs,eggs,116,0
U0040,P0199,2025-06-26,3,194.33,582.99,40,vegetarian,vegetarian,55,1
U0163,P0189,2025-06-16,1,61.79,61.79,0,vegan,non-vegetarian,143,0
U0025,P0286,2025-07-10,1,240.2,240.2,10,vegetarian,vegetarian,19,1
U0197,P0283,2025-06-21,1,225.81,225.81,30,eggs,non-vegetarian,72,1
U0124,P0179,2025-06-26,2,194.24,388.48,50,vegan,vegan,24,1
U0187,P0109,2025-06-22,2,470.12,940.24,0,vegan,eggs,63,1
U0197,P0185,2025-07-02,2,257.17,514.34,20,vegetarian,non-vegetarian,104,0
U0135,P0034,2025-07-07,1,225.91,225.91,10,vegan,eggs,42,1
U0108,P0093,2025-06-11,2,244.51,489.02,50,non-vegetarian,non-vegetarian,37,1
U0064,P0260,2025-07-04,3,162.84,488.52,30,eggs,eggs,90,1
U0110,P0274,2025-07-04,1,200.23,200.23,30,vegan,vegetarian,142,1
U0080,P0024,2025-06-28,3,193.8,581.4,40,eggs,eggs,131,1
U0097,P0170,2025-07-07,1,112.97,112.97,20,vegan,vegetarian,114,0
U0186,P0119,2025-06-27,2,264.68,529.36,40,eggs,eggs,147,1
U0068,P0273,2025-06-21,2,102.22,204.44,50,vegan,eggs,87,1
U0110,P0074,2025-06-27,1,288.59,288.59,40,vegan,vegetarian,22,0
U0089,P0274,2025-06-12,2,200.23,400.46,30,vegan,vegetarian,164,1
U0021,P0272,2025-07-01,2,356.16,712.32,10,eggs,eggs,130,1
U0000,P0130,2025-06-14,3,231.02,693.06,40,vegetarian,vegetarian,157,0
U0178,P0139,2025-06-26,3,185.34,556.02,50,eggs,non-vegetarian,59,0
U0116,P0204,2025-07-10,1,225.72,225.72,50,vegetarian,non-vegetarian,46,1
U0159,P0239,2025-06-20,2,179.27,358.54,0,eggs,eggs,120,0
U0080,P0286,2025-07-04,3,240.2,720.6,10,vegetarian,eggs,25,1
U0092,P0028,2025-07-03,1,396.61,396.61,20,vegan,eggs,105,1
U0010,P0147,2025-06-19,2,356.3,712.6,20,vegetarian,vegetarian,69,0
U0160,P0006,2025-06-11,1,36.61,36.61,40,vegan,eggs,43,1
U0179,P0104,2025-06-18,1,390.8,390.8,20,eggs,eggs,128,1
U0186,P0173,2025-06-29,1,71.15,71.15,40,vegan,eggs,78,1
U0074,P0033,2025-06-16,1,376.78,376.78,10,vegan,vegan,103,0
U0031,P0239,2025-06-29,3,179.27,537.81,0,eggs,non-vegetarian,111,1
U0024,P0077,2025-07-04,2,291.82,583.64,40,vegetarian,non-vegetarian,0,0
U0178,P0171,2025-06-19,2,322.55,645.1,10,eggs,non-vegetarian,80,1
U0046,P0100,2025-07-09,1,217.8,217.8,20,eggs,eggs,136,1
U0112,P0123,2025-06-14,2,153.99,307.98,40,eggs,eggs,74,1
U0004,P0219,2025-06-19,2,257.14,514.28,0,eggs,non-vegetarian,46,0
U0021,P0282,2025-06-28,1,141.47,141.47,30,eggs,eggs,71,1
U0096,P0241,2025-06-21,1,360.88,360.88,10,eggs,eggs,35,0
U0085,P0226,2025-07-10,3,265.83,797.49,40,eggs,non-vegetarian,85,0
U0095,P0199,2025-06-22,1,194.33,194.33,40,vegetarian,vegetarian,59,1
U0126,P0140,2025-06-22,2,454.95,909.9,0,vegetarian,vegetarian,143,1
U0085,P0130,2025-06-24,1,231.02,231.02,40,vegetarian,non-vegetarian,147,1
U0079,P0214,2025-06-21,3,68.68,206.04,0,vegan,vegan,84,1
U0025,P0292,2025-06-16,2,26.76,53.52,50,vegetarian,vegetarian,38,1
U0165,P0180,2025-06-12,3,499.49,1498.47,0,vegetarian,non-vegetarian,160,0
U0148,P0127,2025-07-04,3,263.45,790.35,30,vegan,vegan,135,1
U0163,P0119,2025-06-14,3,264.68,794.04,40,eggs,non-vegetarian,160,1
U0076,P0107,2025-07-09,2,311.49,622.98,30,vegetarian,non-vegetarian,42,0
U0057,P0015,2025-06-20,3,71.08,213.24,50,eggs,non-vegetarian,83,0
U0070,P0103,2025-06-22,3,72.97,218.91,0,vegan,vegetarian,65,1
U0152,P0208,2025-06-21,3,316.12,948.36,0,vegan,eggs,133,1
U0028,P0147,2025-06-17,2,356.3,712.6,20,vegetarian,non-vegetarian,71,1
U0082,P0109,2025-06-14,3,470.12,1410.36,0,vegan,non-vegetarian,71,1
U0068,P0168,2025-07-08,2,296.7,593.4,30,eggs,eggs,51,1
U0139,P0156,2025-06-21,1,147.63,147.63,50,vegetarian,eggs,102,1
U0016,P0218,2025-06-18,3,313.77,941.31,30,vegan,vegan,55,1
U0131,P0014,2025-07-01,1,335.38,335.38,20,non-vegetarian,non-vegetarian,121,1
U0150,P0084,2025-07-08,2,337.3,674.6,20,vegetarian,eggs,83,1
U0198,P0255,2025-06-24,3,85.94,257.82,10,vegan,vegan,66,0
U0150,P0076,2025-06-21,1,348.74,348.74,0,vegetarian,eggs,131,0
U0057,P0185,2025-07-04,3,257.17,771.51,20,vegetarian,non-vegetarian,102,1
U0049,P0088,2025-07-02,2,199.71,399.42,30,vegetarian,vegetarian,66,1
U0054,P0178,2025-07-08,3,380.24,1140.72,20,vegan,vegetarian,145,1
U0109,P0090,2025-06-15,3,108.59,325.77,50,vegan,vegan,144,1
U0096,P0123,2025-07-02,3,153.99,461.97,40,eggs,eggs,56,1
U0035,P0120,2025-06-23,2,237.63,475.26,0,vegetarian,non-vegetarian,65,0
U0147,P0182,2025-06-22,2,232.69,465.38,50,vegan,eggs,0,1
U0042,P0276,2025-07-05,2,245.88,491.76,50,vegetarian,vegetarian,125,1
U0076,P0101,2025-06-26,1,139.15,139.15,0,vegetarian,non-vegetarian,88,0
U0163,P0006,2025-06-16,3,36.61,109.83,40,vegan,non-vegetarian,38,1
U0098,P0019,2025-07-03,3,296.89,890.67,10,vegetarian,vegetarian,106,0
U0117,P0057,2025-06-28,2,101.59,203.18,40,vegan,vegetarian,140,1
U0072,P0030,2025-07-07,3,52.26,156.78,10,non-vegetarian,non-vegetarian,10,1
U0132,P0252,2025-06-28,3,88.38,265.14,50,vegan,non-vegetarian,8,1
U0050,P0203,2025-07-06,1,150.19,150.19,50,vegan,eggs,64,0
U0006,P0134,2025-06-18,1,362.2,362.2,10,non-vegetarian,non-vegetarian,77,0
U0060,P0258,2025-06-23,3,133.89,401.67,10,eggs,eggs,109,1
U0073,P0227,2025-06-14,2,90.64,181.28,50,vegan,eggs,134,1
U0013,P0048,2025-06-18,3,178.57,535.71,10,vegan,non-vegetarian,154,1
U0066,P0119,2025-07-02,3,264.68,794.04,40,eggs,eggs,142,1
U0040,P0204,2025-06-14,3,225.72,677.16,50,vegetarian,vegetarian,72,0
U0054,P0254,2025-07-02,3,412.25,1236.75,10,vegan,vegetarian,62,0
U0057,P0244,2025-06-17,3,281.57,844.71,40,vegetarian,non-vegetarian,95,0
U0158,P0033,2025-06-13,1,376.78,376.78,10,vegan,vegetarian,106,1
U0197,P0157,2025-06-29,2,78.65,157.3,20,non-vegetarian,non-vegetarian,159,0
U0045,P0209,2025-06-15,1,308.34,308.34,20,vegetarian,eggs,82,1
U0156,P0261,2025-07-08,2,102.64,205.28,0,eggs,eggs,112,1
U0072,P0151,2025-06-23,2,256.8,513.6,10,vegan,non-vegetarian,85,1
U0095,P0068,2025-06-14,1,245.29,245.29,30,vegetarian,vegetarian,100,1
U0043,P0021,2025-07-05,2,45.75,91.5,50,vegan,vegan,142,1
U0108,P0116,2025-07-10,1,180.91,180.91,0,vegetarian,non-vegetarian,54,1
U0088,P0224,2025-06-15,1,295.18,295.18,30,vegan,vegetarian,58,1
U0066,P0279,2025-06-19,3,62.21,186.63,50,vegan,eggs,162,1
U0040,P0158,2025-06-19,2,143.96,287.92,50,vegetarian,vegetarian,171,1
U0072,P0115,2025-07-07,3,224.01,672.03,10,non-vegetarian,non-vegetarian,107,1
U0178,P0020,2025-06-22,3,345.41,1036.23,20,vegan,non-vegetarian,40,1
U0151,P0108,2025-06-30,2,170.42,340.84,20,vegan,vegan,117,1
U0149,P0094,2025-07-05,3,366.58,1099.74,20,non-vegetarian,non-vegetarian,82,1
U0159,P0185,2025-06-28,1,257.17,257.17,20,vegetarian,eggs,108,1
U0021,P0272,2025-07-04,3,356.16,1068.48,10,eggs,eggs,127,1
U0083,P0048,2025-06-16,3,178.57,535.71,10,vegan,vegan,156,1
U0117,P0274,2025-07-07,2,200.23,400.46,30,vegan,vegetarian,139,1
U0088,P0057,2025-07-06,1,101.59,101.59,40,vegan,vegetarian,132,1
U0189,P0110,2025-06-25,3,143.0,429.0,50,vegan,vegan,99,1
U0078,P0240,2025-07-07,1,52.41,52.41,40,vegan,vegan,50,1
U0169,P0212,2025-06-14,3,299.95,899.85,20,vegan,vegetarian,174,1
U0001,P0160,2025-06-28,2,109.16,218.32,50,vegan,vegan,38,1
U0006,P0122,2025-07-05,2,407.89,815.78,0,vegetarian,non-vegetarian,101,1
U0015,P0244,2025-06-27,2,281.57,563.14,40,vegetarian,eggs,85,1
U0061,P0110,2025-06-28,3,143.0,429.0,50,vegan,eggs,96,1
U0095,P0049,2025-06-29,3,305.27,915.81,20,vegetarian,vegetarian,97,1
U0149,P0293,2025-06-21,2,186.19,372.38,10,non-vegetarian,non-vegetarian,159,0
U0073,P0036,2025-07-05,3,154.71,464.13,10,vegetarian,eggs,83,0
U0192,P0046,2025-07-04,2,192.46,384.92,10,vegetarian,vegetarian,100,1
U0063,P0012,2025-07-01,2,244.46,488.92,50,vegan,vegan,144,1
U0152,P0149,2025-06-30,2,270.82,541.64,0,eggs,eggs,145,0
U0190,P0271,2025-06-29,2,360.39,720.78,0,vegan,eggs,59,1
U0125,P0173,2025-06-24,2,71.15,142.3,40,vegan,vegetarian,83,0
U0186,P0143,2025-06-21,1,192.94,192.94,50,eggs,eggs,130,1
U0028,P0100,2025-06-15,2,217.8,435.6,20,eggs,non-vegetarian,160,0
U0160,P0019,2025-06-14,1,296.89,296.89,10,vegetarian,eggs,125,1
U0110,P0188,2025-07-05,3,181.18,543.54,50,vegetarian,vegetarian,168,1
U0139,P0151,2025-06-30,3,256.8,770.4,10,vegan,eggs,78,1
U0173,P0244,2025-07-10,2,281.57,563.14,40,vegetarian,eggs,72,0
U0117,P0274,2025-06-27,1,200.23,200.23,30,vegan,vegetarian,149,1
U0141,P0224,2025-06-17,3,295.18,885.54,30,vegan,vegan,56,0
U0172,P0033,2025-06-17,3,376.78,1130.34,10,vegan,vegan,102,0
U0046,P0196,2025-07-07,3,277.1,831.3,20,vegetarian,eggs,75,1
U0131,P0161,2025-06-27,1,60.31,60.31,40,non-vegetarian,non-vegetarian,82,0
U0045,P0241,2025-06-21,1,360.88,360.88,10,eggs,eggs,35,1
U0066,P0152,2025-06-15,2,309.86,619.72,20,eggs,eggs,118,0
U0014,P0063,2025-06-17,2,143.47,286.94,50,vegan,vegetarian,50,1
U0006,P0073,2025-07-05,2,132.93,265.86,40,non-vegetarian,non-vegetarian,36,1
U0004,P0295,2025-06-30,2,104.53,209.06,40,eggs,non-vegetarian,59,1
U0056,P0163,2025-06-25,1,485.8,485.8,0,eggs,non-vegetarian,69,1
U0095,P0214,2025-06-29,1,68.68,68.68,0,vegan,vegetarian,76,0
U0011,P0140,2025-06-28,1,454.95,454.95,0,vegetarian,vegetarian,137,1
U0125,P0103,2025-06-30,3,72.97,218.91,0,vegan,vegetarian,57,0
U0108,P0258,2025-06-27,2,133.89,267.78,10,eggs,non-vegetarian,105,1
U0047,P0008,2025-06-21,2,135.31,270.62,20,vegan,vegetarian,48,1
U0145,P0289,2025-07-09,2,187.64,375.28,40,vegan,eggs,137,1
U0057,P0061,2025-06-15,3,138.69,416.07,0,vegetarian,non-vegetarian,125,1
U0062,P0182,2025-06-27,3,232.69,698.07,50,vegan,vegan,0,1
U0149,P0218,2025-06-21,2,313.77,627.54,30,vegan,non-vegetarian,52,1
U0066,P0017,2025-06-17,3,323.23,969.69,10,vegetarian,eggs,163,0
U0168,P0249,2025-06-19,1,258.33,258.33,30,vegan,vegetarian,107,0
U0173,P0027,2025-07-06,1,88.85,88.85,30,eggs,eggs,123,0
U0071,P0265,2025-07-02,1,418.03,418.03,0,vegetarian,vegetarian,77,1
U0145,P0042,2025-07-07,3,270.98,812.94,40,eggs,eggs,131,0
U0065,P0279,2025-06-25,1,62.21,62.21,50,vegan,vegan,156,0
